,Soort misdrijf,Perioden,Regio's,Geregistreerde misdrijven (aantal),Aangiften (aantal)
5215,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Edam-Volendam,6.0,6.0
5216,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Edam-Volendam,7.0,7.0
5217,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Edam-Volendam,12.0,12.0
5218,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Edam-Volendam,10.0,10.0
5219,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Edam-Volendam,7.0,7.0
5220,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Ede,54.0,53.0
5221,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Ede,113.0,113.0
5222,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Ede,68.0,68.0
5223,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Ede,71.0,70.0
5224,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Ede,88.0,87.0
5225,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Ede,115.0,111.0
5226,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Ede,130.0,127.0
5227,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Ede,95.0,96.0
5228,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Ede,226.0,225.0
5229,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Ede,152.0,153.0
5230,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Ede,115.0,112.0
5231,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Ede,125.0,123.0
5232,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Eemnes,9.0,8.0
5233,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Eemnes,17.0,17.0
5234,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Eemnes,3.0,3.0
5235,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Eemnes,7.0,7.0
5236,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Eemnes,6.0,6.0
5237,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Eemnes,2.0,2.0
5238,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Eemnes,4.0,4.0
5239,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Eemnes,2.0,2.0
5240,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Eemnes,2.0,2.0
5241,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Eemnes,10.0,10.0
5242,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Eemnes,2.0,2.0
5243,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Eemnes,,
5244,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Eemsdelta,26.0,25.0
5245,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Eemsdelta,13.0,13.0
5246,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Eemsdelta,29.0,29.0
5247,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Eemsdelta,25.0,25.0
5248,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Eemsdelta,25.0,24.0
5249,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Eemsdelta,31.0,32.0
5250,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Eemsdelta,18.0,15.0
5251,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Eemsdelta,36.0,36.0
5252,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Eemsdelta,15.0,15.0
5253,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Eemsdelta,68.0,66.0
5254,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Eemsdelta,33.0,32.0
5255,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Eemsdelta,34.0,34.0
5256,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Eersel,22.0,23.0
5257,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Eersel,48.0,48.0
5258,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Eersel,33.0,33.0
5259,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Eersel,48.0,48.0
5260,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Eersel,39.0,38.0
5261,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Eersel,40.0,39.0
5262,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Eersel,33.0,33.0
5263,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Eersel,13.0,13.0
5264,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Eersel,16.0,16.0
5265,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Eersel,13.0,13.0
5266,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Eersel,17.0,17.0
5267,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Eersel,7.0,7.0
5268,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Eijsden-Margraten,54.0,54.0
5269,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Eijsden-Margraten,53.0,53.0
5270,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Eijsden-Margraten,57.0,57.0
5271,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Eijsden-Margraten,15.0,15.0
5272,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Eijsden-Margraten,31.0,31.0
5273,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Eijsden-Margraten,37.0,37.0
5274,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Eijsden-Margraten,15.0,14.0
5275,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Eijsden-Margraten,23.0,23.0
5276,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Eijsden-Margraten,15.0,15.0
5277,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Eijsden-Margraten,6.0,6.0
5278,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Eijsden-Margraten,5.0,5.0
5279,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Eijsden-Margraten,5.0,5.0
5280,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Eindhoven,356.0,350.0
5281,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Eindhoven,479.0,477.0
5282,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Eindhoven,426.0,425.0
5283,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Eindhoven,362.0,361.0
5284,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Eindhoven,350.0,343.0
5285,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Eindhoven,475.0,466.0
5286,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Eindhoven,209.0,206.0
5287,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Eindhoven,211.0,207.0
5288,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Eindhoven,278.0,269.0
5289,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Eindhoven,178.0,174.0
5290,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Eindhoven,220.0,218.0
5291,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Eindhoven,251.0,252.0
5292,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Elburg,10.0,10.0
5293,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Elburg,31.0,31.0
5294,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Elburg,22.0,20.0
5295,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Elburg,18.0,18.0
5296,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Elburg,17.0,17.0
5297,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Elburg,10.0,10.0
5298,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Elburg,8.0,8.0
5299,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Elburg,6.0,6.0
5300,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Elburg,10.0,10.0
5301,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Elburg,2.0,2.0
5302,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Elburg,3.0,3.0
5303,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Elburg,5.0,5.0
5304,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Emmen,176.0,171.0
5305,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Emmen,191.0,188.0
5306,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Emmen,227.0,216.0
5307,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Emmen,178.0,173.0
5308,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Emmen,136.0,131.0
5309,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Emmen,94.0,90.0
5310,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Emmen,126.0,123.0
5311,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Emmen,79.0,75.0
5312,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Emmen,83.0,79.0
5313,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Emmen,120.0,115.0
5314,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Emmen,147.0,145.0
5315,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Emmen,97.0,93.0
5316,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Enkhuizen,25.0,25.0
5317,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Enkhuizen,24.0,24.0
5318,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Enkhuizen,33.0,33.0
5319,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Enkhuizen,18.0,18.0
5320,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Enkhuizen,27.0,27.0
5321,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Enkhuizen,16.0,16.0
5322,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Enkhuizen,9.0,8.0
5323,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Enkhuizen,7.0,7.0
5324,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Enkhuizen,30.0,30.0
5325,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Enkhuizen,31.0,31.0
5326,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Enkhuizen,15.0,15.0
5327,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Enkhuizen,5.0,5.0
5328,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Enschede,198.0,179.0
5329,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Enschede,367.0,359.0
5330,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Enschede,335.0,321.0
5331,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Enschede,332.0,318.0
5332,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Enschede,262.0,256.0
5333,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Enschede,257.0,254.0
5334,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Enschede,193.0,191.0
5335,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Enschede,163.0,162.0
5336,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Enschede,186.0,179.0
5337,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Enschede,147.0,146.0
5338,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Enschede,168.0,164.0
5339,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Enschede,128.0,127.0
5340,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Epe,32.0,30.0
5341,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Epe,43.0,42.0
5342,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Epe,25.0,25.0
5343,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Epe,36.0,35.0
5344,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Epe,53.0,52.0
5345,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Epe,34.0,34.0
5346,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Epe,14.0,15.0
5347,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Epe,19.0,19.0
5348,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Epe,10.0,10.0
5349,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Epe,18.0,17.0
5350,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Epe,13.0,12.0
5351,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Epe,12.0,12.0
5352,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Ermelo,25.0,25.0
5353,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Ermelo,31.0,31.0
5354,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Ermelo,39.0,39.0
5355,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Ermelo,31.0,31.0
5356,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Ermelo,33.0,33.0
5357,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Ermelo,14.0,14.0
5358,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Ermelo,14.0,14.0
5359,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Ermelo,17.0,17.0
5360,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Ermelo,12.0,12.0
5361,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Ermelo,12.0,12.0
5362,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Ermelo,15.0,15.0
5363,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Ermelo,18.0,18.0
5364,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Etten-Leur,64.0,63.0
5365,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Etten-Leur,86.0,86.0
5366,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Etten-Leur,72.0,72.0
5367,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Etten-Leur,52.0,51.0
5368,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Etten-Leur,64.0,64.0
5369,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Etten-Leur,35.0,34.0
5370,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Etten-Leur,29.0,30.0
5371,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Etten-Leur,31.0,31.0
5372,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Etten-Leur,21.0,21.0
5373,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Etten-Leur,24.0,24.0
5374,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Etten-Leur,11.0,11.0
5375,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Etten-Leur,24.0,23.0
5376,1.1.2 Diefstal/inbraak box/garage/schuur,2012,De Fryske Marren,27.0,26.0
5377,1.1.2 Diefstal/inbraak box/garage/schuur,2013,De Fryske Marren,39.0,40.0
5378,1.1.2 Diefstal/inbraak box/garage/schuur,2014,De Fryske Marren,45.0,43.0
5379,1.1.2 Diefstal/inbraak box/garage/schuur,2015,De Fryske Marren,42.0,42.0
5380,1.1.2 Diefstal/inbraak box/garage/schuur,2016,De Fryske Marren,29.0,29.0
5381,1.1.2 Diefstal/inbraak box/garage/schuur,2017,De Fryske Marren,15.0,15.0
5382,1.1.2 Diefstal/inbraak box/garage/schuur,2018,De Fryske Marren,28.0,28.0
5383,1.1.2 Diefstal/inbraak box/garage/schuur,2019,De Fryske Marren,16.0,16.0
5384,1.1.2 Diefstal/inbraak box/garage/schuur,2020,De Fryske Marren,16.0,16.0
5385,1.1.2 Diefstal/inbraak box/garage/schuur,2021,De Fryske Marren,7.0,7.0
5386,1.1.2 Diefstal/inbraak box/garage/schuur,2022,De Fryske Marren,16.0,16.0
5387,1.1.2 Diefstal/inbraak box/garage/schuur,2023,De Fryske Marren,18.0,17.0
5388,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Geertruidenberg,49.0,49.0
5389,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Geertruidenberg,17.0,17.0
5390,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Geertruidenberg,18.0,17.0
5391,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Geertruidenberg,18.0,17.0
5392,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Geertruidenberg,9.0,9.0
5393,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Geertruidenberg,9.0,9.0
5394,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Geertruidenberg,6.0,6.0
5395,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Geertruidenberg,5.0,5.0
5396,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Geertruidenberg,11.0,11.0
5397,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Geertruidenberg,12.0,12.0
5398,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Geertruidenberg,6.0,6.0
5399,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Geertruidenberg,2.0,2.0
5400,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Geldrop-Mierlo,61.0,61.0
5401,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Geldrop-Mierlo,89.0,89.0
5402,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Geldrop-Mierlo,62.0,60.0
5403,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Geldrop-Mierlo,79.0,79.0
5404,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Geldrop-Mierlo,67.0,67.0
5405,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Geldrop-Mierlo,39.0,39.0
5406,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Geldrop-Mierlo,26.0,26.0
5407,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Geldrop-Mierlo,46.0,46.0
5408,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Geldrop-Mierlo,35.0,33.0
5409,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Geldrop-Mierlo,29.0,30.0
5410,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Geldrop-Mierlo,17.0,17.0
5411,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Geldrop-Mierlo,10.0,10.0
5412,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Gemert-Bakel,28.0,27.0
5413,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Gemert-Bakel,40.0,40.0
5414,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Gemert-Bakel,45.0,45.0
5415,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Gemert-Bakel,48.0,46.0
5416,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Gemert-Bakel,56.0,55.0
5417,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Gemert-Bakel,62.0,61.0
5418,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Gemert-Bakel,21.0,20.0
5419,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Gemert-Bakel,19.0,19.0
5420,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Gemert-Bakel,43.0,42.0
5421,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Gemert-Bakel,34.0,34.0
5422,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Gemert-Bakel,31.0,27.0
5423,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Gemert-Bakel,18.0,18.0
5424,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Gennep,17.0,17.0
5425,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Gennep,13.0,13.0
5426,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Gennep,13.0,13.0
5427,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Gennep,22.0,22.0
5428,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Gennep,22.0,22.0
5429,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Gennep,15.0,16.0
5430,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Gennep,9.0,7.0
5431,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Gennep,7.0,7.0
5432,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Gennep,17.0,15.0
5433,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Gennep,29.0,29.0
5434,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Gennep,7.0,7.0
5435,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Gennep,11.0,11.0
5436,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Gilze en Rijen,72.0,71.0
5437,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Gilze en Rijen,44.0,44.0
5438,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Gilze en Rijen,42.0,41.0
5439,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Gilze en Rijen,76.0,77.0
5440,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Gilze en Rijen,25.0,24.0
5441,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Gilze en Rijen,36.0,37.0
5442,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Gilze en Rijen,28.0,27.0
5443,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Gilze en Rijen,19.0,19.0
5444,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Gilze en Rijen,15.0,15.0
5445,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Gilze en Rijen,28.0,28.0
5446,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Gilze en Rijen,19.0,19.0
5447,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Gilze en Rijen,3.0,3.0
5448,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Goeree-Overflakkee,27.0,26.0
5449,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Goeree-Overflakkee,54.0,50.0
5450,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Goeree-Overflakkee,79.0,80.0
5451,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Goeree-Overflakkee,60.0,55.0
5452,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Goeree-Overflakkee,38.0,36.0
5453,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Goeree-Overflakkee,36.0,35.0
5454,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Goeree-Overflakkee,41.0,39.0
5455,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Goeree-Overflakkee,34.0,32.0
5456,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Goeree-Overflakkee,40.0,39.0
5457,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Goeree-Overflakkee,38.0,36.0
5458,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Goeree-Overflakkee,16.0,15.0
5459,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Goeree-Overflakkee,14.0,15.0
5460,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Goes,22.0,22.0
5461,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Goes,14.0,14.0
5462,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Goes,39.0,38.0
5463,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Goes,20.0,19.0
5464,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Goes,16.0,15.0
5465,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Goes,16.0,15.0
5466,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Goes,5.0,5.0
5467,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Goes,15.0,15.0
5468,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Goes,17.0,17.0
5469,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Goes,11.0,11.0
5470,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Goes,17.0,18.0
5471,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Goes,6.0,6.0
5472,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Goirle,28.0,28.0
5473,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Goirle,31.0,31.0
5474,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Goirle,38.0,38.0
5475,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Goirle,40.0,40.0
5476,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Goirle,13.0,14.0
5477,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Goirle,13.0,11.0
5478,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Goirle,15.0,15.0
5479,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Goirle,10.0,10.0
5480,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Goirle,13.0,13.0
5481,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Goirle,28.0,28.0
5482,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Goirle,17.0,17.0
5483,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Goirle,9.0,9.0
5484,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Gooise Meren,38.0,38.0
5485,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Gooise Meren,59.0,60.0
5486,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Gooise Meren,35.0,35.0
5487,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Gooise Meren,44.0,43.0
5488,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Gooise Meren,46.0,47.0
5489,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Gooise Meren,28.0,27.0
5490,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Gooise Meren,51.0,49.0
5491,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Gooise Meren,61.0,60.0
5492,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Gooise Meren,49.0,47.0
5493,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Gooise Meren,31.0,31.0
5494,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Gooise Meren,21.0,21.0
5495,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Gooise Meren,24.0,24.0
5496,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Gorinchem,21.0,20.0
5497,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Gorinchem,36.0,36.0
5498,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Gorinchem,30.0,29.0
5499,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Gorinchem,32.0,32.0
5500,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Gorinchem,30.0,30.0
5501,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Gorinchem,17.0,16.0
5502,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Gorinchem,15.0,15.0
5503,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Gorinchem,11.0,11.0
5504,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Gorinchem,21.0,21.0
5505,1.1.2 Diefstal/inbraak box/garage/schuur,2021,Gorinchem,24.0,24.0
5506,1.1.2 Diefstal/inbraak box/garage/schuur,2022,Gorinchem,11.0,11.0
5507,1.1.2 Diefstal/inbraak box/garage/schuur,2023,Gorinchem,4.0,4.0
5508,1.1.2 Diefstal/inbraak box/garage/schuur,2012,Gouda,74.0,74.0
5509,1.1.2 Diefstal/inbraak box/garage/schuur,2013,Gouda,115.0,114.0
5510,1.1.2 Diefstal/inbraak box/garage/schuur,2014,Gouda,107.0,107.0
5511,1.1.2 Diefstal/inbraak box/garage/schuur,2015,Gouda,91.0,89.0
5512,1.1.2 Diefstal/inbraak box/garage/schuur,2016,Gouda,87.0,84.0
5513,1.1.2 Diefstal/inbraak box/garage/schuur,2017,Gouda,51.0,52.0
5514,1.1.2 Diefstal/inbraak box/garage/schuur,2018,Gouda,62.0,62.0
5515,1.1.2 Diefstal/inbraak box/garage/schuur,2019,Gouda,65.0,64.0
5516,1.1.2 Diefstal/inbraak box/garage/schuur,2020,Gouda,58.0,58.0
